uid,domainID,siteID,namedLocation,collectDate,sampleID,sampleCode,sampleCondition,laboratoryName,analysisDate,analyzedBy,sampleType,replicate,sampleVolumeFiltered,filterSize,percentFilterAnalyzed,dilutionFactor,solventVolume,responseFactor,acidificationResponseFactor,fluorometerSensitivitySetting,preAcidificationFluorescence,postAcidificationFluorescence,analyte,analyteConcentration,plantAlgaeLabUnits,testMethod,method,acidTreatment,externalRemarks,externalLabDataQF,publicationDate,release
a830305f-97ed-41d5-b4ba-2a60b7902c8d,D05,LIRO,LIRO.AOS.riparian.point.05,2021-04-14,LIRO.20210414.EPIXYLON.5.REP2.CHL/PHEO.2,B00000080610,condition ok,"Great Lakes Environmental Center, Inc.",2021-04-26,4CajRO/thb0=,chlorophyll/pheophytin,2,4,25,100,1,7,414.3843,,,0.322,0.166,chlorophyll a,134.08,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,,,20211221T213354Z,PROVISIONAL
46a202f4-45d7-4f40-be1b-db2e1d267822,D05,LIRO,LIRO.AOS.riparian.point.07,2021-04-14,LIRO.20210414.EPIXYLON.4.CHL/PHEO.1,B00000080613,condition ok,"Great Lakes Environmental Center, Inc.",2021-04-26,4CajRO/thb0=,chlorophyll/pheophytin,1,4,25,100,1,7,414.3843,,,0.251,0.142,pheophytin,565.36,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,,,20211221T213354Z,PROVISIONAL
e6264b69-d0fb-4352-8cd2-3e0de1f6aaef,D05,LIRO,LIRO.AOS.riparian.point.01,2021-04-14,LIRO.20210414.EPIXYLON.8.CHL/PHEO.1,B00000080614,condition ok,"Great Lakes Environmental Center, Inc.",2021-04-26,4CajRO/thb0=,chlorophyll/pheophytin,1,4,25,100,1,7,414.3843,,,0.275,0.103,chlorophyll a,147.83,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,,,20211221T213354Z,PROVISIONAL
c1321a68-993b-46e3-bf1e-33141fbe6852,D05,LIRO,LIRO.AOS.riparian.point.03,2021-07-21,LIRO.20210721.EPIXYLON.4.CHL/PHEO.1,B00000081446,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.212,0.083,pheophytin,218.28,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
d7275380-91ab-4791-804f-bcc0dfddc1a3,D05,LIRO,LIRO.AOS.littoral2,2021-07-21,LIRO.20210721.PHYTOPLANKTON.7.CHL/PHEO.1,B00000081449,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,100,25,100,1,7,448.529,,,0.094,0.04,pheophytin,5.57,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,Filter volume not written on sample. Corrected by TW 7/28/21,,20220125T180955Z,PROVISIONAL
49299b6f-ad12-41e2-876d-9e428740d8f7,D05,LIRO,LIRO.AOS.riparian.point.07,2021-07-21,LIRO.20210721.EPIXYLON.6.CHL/PHEO.1,B00000081448,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.147,0.045,pheophytin,94.22,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
597338c8-15aa-4eb9-aa27-580ff585e994,D05,LIRO,LIRO.AOS.littoral1,2021-07-21,LIRO.20210721.PHYTOPLANKTON.2.CHL/PHEO.1,B00000081443,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,100,25,100,1,7,448.529,,,0.087,0.037,chlorophyll a,1.88,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
b6adea86-fc86-4260-b0db-cffbae9feb10,D05,LIRO,LIRO.AOS.buoy.c1,2021-07-21,LIRO.20210721.PHYTOPLANKTON.1.CHL/PHEO.1,B00000082352,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,100,25,100,1,7,448.529,,,0.081,0.034,chlorophyll a,1.77,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
6546da82-c133-4bf2-b6fb-3dac2b75594f,D05,LIRO,LIRO.AOS.littoral1,2021-07-21,LIRO.20210721.PHYTOPLANKTON.2.CHL/PHEO.1,B00000081443,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,100,25,100,1,7,448.529,,,0.087,0.037,pheophytin,5.15,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
2b246c94-6aaa-48df-93ed-828a53560ed1,D05,LIRO,LIRO.AOS.riparian.point.01,2021-07-21,LIRO.20210721.EPIXYLON.3.CHL/PHEO.1,B00000081445,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.184,0.086,pheophytin,252.99,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
dd51a88f-7b7e-4a11-81b0-44eb9bde6262,D05,LIRO,LIRO.AOS.riparian.point.09,2021-07-21,LIRO.20210721.EPIXYLON.8.CHL/PHEO.1,B00000082479,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.151,0.047,pheophytin,100.32,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
138b4f42-9839-4b34-8d0a-10a16d4b5374,D05,LIRO,LIRO.AOS.riparian.point.07,2021-07-21,LIRO.20210721.EPIXYLON.6.CHL/PHEO.1,B00000081448,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.147,0.045,chlorophyll a,76.73,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
fc79c621-1d5c-478e-9eae-c53f37134495,D05,LIRO,LIRO.AOS.littoral2,2021-07-21,LIRO.20210721.PHYTOPLANKTON.7.CHL/PHEO.1,B00000081449,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,100,25,100,1,7,448.529,,,0.094,0.04,chlorophyll a,2.03,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,Filter volume not written on sample. Corrected by TW 7/28/21,,20220125T180955Z,PROVISIONAL
92ca5699-81a0-459c-8697-da91e8a0a557,D05,LIRO,LIRO.AOS.riparian.point.01,2021-07-21,LIRO.20210721.EPIXYLON.3.CHL/PHEO.1,B00000081445,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.184,0.086,chlorophyll a,73.72,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
5d83efe9-f98e-4003-a51d-588fc29dee0b,D05,LIRO,LIRO.AOS.buoy.c1,2021-07-21,LIRO.20210721.PHYTOPLANKTON.1.CHL/PHEO.1,B00000082352,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,100,25,100,1,7,448.529,,,0.081,0.034,pheophytin,4.69,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
028a7c73-18ad-4bae-b6d8-5b542ea46d34,D05,LIRO,LIRO.AOS.riparian.point.09,2021-07-21,LIRO.20210721.EPIXYLON.8.REP2.CHL/PHEO.2,B00000082480,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,2,5,25,100,1,7,448.529,,,0.15,0.047,pheophytin,101.07,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
6c10a2ae-d572-4e43-8a23-62467ca557e8,D05,LIRO,LIRO.AOS.riparian.point.03,2021-07-21,LIRO.20210721.EPIXYLON.4.CHL/PHEO.1,B00000081446,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.212,0.083,chlorophyll a,97.05,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
cf45d477-41a5-4f45-9c2a-3b587845443a,D05,LIRO,LIRO.AOS.riparian.point.05,2021-07-21,LIRO.20210721.EPIXYLON.5.CHL/PHEO.1,B00000081447,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.183,0.082,pheophytin,235.54,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
df17aad5-1ffa-492f-a1a9-64c216bcea68,D05,LIRO,LIRO.AOS.riparian.point.05,2021-07-21,LIRO.20210721.EPIXYLON.5.CHL/PHEO.1,B00000081447,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.183,0.082,chlorophyll a,75.98,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
127acea7-c761-4f45-919d-3922aa6a25c8,D05,LIRO,LIRO.AOS.riparian.point.09,2021-07-21,LIRO.20210721.EPIXYLON.8.CHL/PHEO.1,B00000082479,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,1,5,25,100,1,7,448.529,,,0.151,0.047,chlorophyll a,78.24,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
b5c70951-c5f2-4610-84f0-35ca455e583b,D05,LIRO,LIRO.AOS.riparian.point.09,2021-07-21,LIRO.20210721.EPIXYLON.8.REP2.CHL/PHEO.2,B00000082480,condition ok,"Great Lakes Environmental Center, Inc.",2021-08-02,4CajRO/thb0=,chlorophyll/pheophytin,2,5,25,100,1,7,448.529,,,0.15,0.047,chlorophyll a,77.49,microgramsPerLiter,GLEC_algalChlorophyll_V1,APHA 10200H,,"",,20220125T180955Z,PROVISIONAL
9ca413df-7f8a-47c1-a7d1-5df28427f373,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,53552.92,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
20743e2a-83bf-4f37-ba2e-bf472dc72cc6,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,2,,25,25,,,,,,,,d13C,-9.88,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
9365ed57-f5dc-4794-aa22-f247166f05f0,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
30f5be59-458e-4505-899d-93218b1b14ee,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,1,,25,25,,,,,,,,d13C,-9.58,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
1307ff31-c4da-4440-a507-7831eee06be6,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,1,,25,25,,,,,,,,d15N,0.99,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
a868a7b0-2822-4653-8d2b-49e8daa62a7a,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,1,,25,25,,,,,,,,d15N,0.97,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
0872073e-bb1c-402e-b21f-19c8d47f6781,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
a36e85c2-4464-42f3-ab32-592d4150aaed,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
aa63d4a1-ac98-48d0-8026-ede6de0d31f5,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,2,,25,25,,,,,,,,d13C,-9.96,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
24a50948-7c45-43b4-b5f6-b31d062949ab,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,carbon,689348.91,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
25718c5b-1e4b-4fa1-a627-22f5c4202ebc,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
5b8caef2-9b01-432c-ab8b-56b136134f32,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2015-02-17,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,4964,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
cc227037-ff07-4441-aa7d-0356e275b0a4,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,470791.12,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
a52d8d3c-344e-4e8f-8040-b74a45d4227e,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,1,,25,25,,,,,,,,d13C,-9.39,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
686f20e7-558d-43cb-bcf0-e14cbfeaab78,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
874eb689-449c-445d-8e7e-6371ced38a0b,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2015-02-17,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,4454,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
543d105c-879c-4068-8ee9-126e993f60ea,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,2,,25,25,,,,,,,,d15N,0.64,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
8bf35e72-a019-4f21-8911-3f05a09fee8b,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2015-04-06,OKgcKejxXbI=,13C15N,2,,25,25,,,,,,,,d15N,0.98,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
d1d8594c-cf16-4c44-9a2a-3839dfa5c443,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2015-03-14,P3U2J3I2sLk=,34S,1,,25,100,,,,,,,,d34S,-7.34,perMill,SO2 EA-combustion-IRMS method,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
038d46fc-bf71-42f0-83e1-4ceb66ad427a,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,46776.85,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
71f1218c-88a5-4c82-adf1-93c5494ad561,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,65775.72,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
a980bb0e-107f-412e-9ffd-8ff6571511c8,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,35909.13,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
2d81d570-02a4-4b82-91cb-7bd779d00bd3,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,541098.58,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
324a3f4f-199e-42a0-9c37-edcc63fd8f4f,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
177ba703-446e-4256-91ce-0212b5e85a74,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2015-03-14,P3U2J3I2sLk=,34S,1,,25,100,,,,,,,,d34S,-7.15,perMill,SO2 EA-combustion-IRMS method,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
dae3973d-3854-4c34-a0d1-efb7c7dd84a0,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
8a514cad-0f19-4902-93e8-6c96429512e8,D09,PRLA,PRLA.AOS.riparian.point.07,2014-09-25,PRLA.20140925.EPILITHON.1,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,carbon,911473.59,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
009d71fa-c030-4123-9136-88bdea8654a0,D09,PRLA,PRLA.AOS.riparian.point.05,2014-09-25,PRLA.20140925.EPILITHON.2,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
b25d9dbb-61ab-4b72-9235-92559d52e648,D09,PRLA,PRLA.AOS.buoy.c0,2014-09-25,PRLA.20140925.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,1,130,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
639cfa75-35fd-4fc5-a4b3-576b99bbdad1,D09,PRLA,PRLA.AOS.buoy.c0,2014-09-25,PRLA.20140925.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2015-03-13,OKgcKejxXbI=,13C15N,1,130,25,25,,,,,,,,d15N,4.41,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
90713ce6-3bd4-445a-ae24-0d4aeea142c0,D09,PRLA,PRLA.AOS.littoral1,2014-09-25,PRLA.20140925.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2015-01-29,OKgcKejxXbI=,CN,1,144,25,100,,,,,,,,carbon,14302.85,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
3e768b3b-e7f5-41a6-a10a-b63350762a2d,D09,PRLA,PRLA.AOS.littoral1,2014-09-25,PRLA.20140925.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2015-04-07,OKgcKejxXbI=,13C15N,1,136,25,25,,,,,,,,d15N,,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
0fc48d3e-f5bd-4164-81d7-baaa06eac8d5,D09,PRLA,PRLA.AOS.littoral2,2014-09-25,PRLA.20140925.PHYTOPLANKTON.2,,,Academy of Natural Sciences of Drexel University,2015-03-13,OKgcKejxXbI=,13C15N,2,136,25,50,,,,,,,,d15N,6.46,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
ebe6c4f0-7dff-4a7b-9d9f-060249eb9398,D09,PRLA,PRLA.AOS.buoy.c0,2014-09-25,PRLA.20140925.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,1,132,25,100,,,,,,,,carbon,13805.58,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
5c49d8b6-53e0-4737-8c8a-b2a9a64a5605,D09,PRLA,PRLA.AOS.littoral2,2014-09-25,PRLA.20140925.PHYTOPLANKTON.2,,,Academy of Natural Sciences of Drexel University,2015-03-13,OKgcKejxXbI=,13C15N,2,136,25,50,,,,,,,,d13C,-26.82,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
85af0bf0-3de8-4469-90ea-c22cbac8d722,D09,PRLA,PRLA.AOS.littoral2,2014-09-25,PRLA.20140925.PHYTOPLANKTON.2,,,Academy of Natural Sciences of Drexel University,2014-12-03,OKgcKejxXbI=,CN,1,130,25,100,,,,,,,,carbon,9136.8,microgramsPerLiter,ANSP P-16-54 Rev2,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211223Z,RELEASE-2022
45617cc7-246a-4089-adbb-16b959f38fff,D09,PRLA,PRLA.AOS.littoral1,2014-09-25,PRLA.20140925.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,2,140,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
b9dbaae3-3946-434f-8cb2-9cb8c4f995d7,D09,PRLA,PRLA.AOS.littoral2,2014-09-25,PRLA.20140925.PHYTOPLANKTON.2,,,Academy of Natural Sciences of Drexel University,2014-12-09,Txt9C5i/u7k=,chlorophyll/pheophytin,1,130,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211223Z,RELEASE-2022
