Obs_Id,lagoslakeid,ActivityStartDate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodIdentifier,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
SC-329120,164467,1999-08-04,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),32,32,mg/l,1,32,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,GOOSE CK RESERVOIR AT 2ND POWERLINES US OF BOAT RAMP
FL-3197329,184266,1999-08-09,NA,Orange County Environmental Protection (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),808,808,mg/l,1,808,USEPA,360.2,NA,NA,Apopka (Middle)
UT-628216,455356,1999-11-10,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,407,407,mg/l,1,407,UTAHDWQ_WQX,GENERIC METHOD,NA,NA,GSL NORTH ARM N OF LUCIN CAUSWAY E CULVERT
UT-951778,455356,1999-11-10,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,453,453,mg/l,1,453,UTAHDWQ_WQX,GENERIC METHOD,NA,NA,GSL NORTH ARM RD LINE (UGS) #2
CA-230636,476148,1999-12-17,NA,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California","Oxygen, dissolved",Dissolved oxygen (DO),73.6,73.6,mg/l,1,73.6,NA,NA,NA,NA,Deep Lake Station 1-100 yds. off point
UT-527207,456008,2000-01-19,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,546,546,mg/l,1,546,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
SD-835203,349617,2000-02-16,NA,DENR,"Oxygen, dissolved",Dissolved oxygen (DO),28.61,28.61,mg/l,1,28.61,SDDENR_WQX,UNKOWN,NA,NA,LOUCOTTCL01
SD-797100,349617,2000-02-16,NA,DENR,"Oxygen, dissolved",Dissolved oxygen (DO),28.1,28.1,mg/l,1,28.1,SDDENR_WQX,UNKOWN,NA,NA,LOUCOTTCL03
SD-561114,349617,2000-02-16,NA,SD Dept of Environmental & Natural Resources,"Oxygen, dissolved",Dissolved oxygen (DO),28.61,28.61,mg/l,1,28.61,SDWRAP,WRAPFLD,NA,NA,NA
SD-405975,349617,2000-02-16,NA,SD Dept of Environmental & Natural Resources,"Oxygen, dissolved",Dissolved oxygen (DO),28.1,28.1,mg/l,1,28.1,SDWRAP,WRAPFLD,NA,NA,NA
SC-279148,162290,2000-03-02,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),1276,1276,mg/l,1,1276,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LK MURRAY AT MARKER 143
FL-4683943,200711,2000-03-13,NA,Lee County Hyacinth Control District (Florida),Secchi,"Depth, Secchi disk depth",-0.2032,-8,in,0.0254,-0.2032,NA,NA,NA,NA,NA
SD-119467,347732,2000-04-11,U.S. Geological Survey-Water Resources Discipline,USGS South Dakota Water Science Center,"Calcium, dissolved",Calcium,420,420,mg/l,1,420,USGS,PLA11,"USGS OF 93-125, p 101",NA,"OWENS BAY NEAR RAVINIA, SD"
SD-206327,347732,2000-06-19,U.S. Geological Survey-Water Resources Discipline,USGS South Dakota Water Science Center,"Calcium, dissolved",Calcium,567,567,mg/l,1,567,USGS,PLA11,"USGS OF 93-125, p 101",NA,"OWENS BAY NEAR RAVINIA, SD"
SD-793189,351988,2000-07-10,NA,DENR,"pH, field or lab",pH,65.4,65.4,None,1,65.4,SDDENR_WQX,UNKOWN,NA,NA,JONEROSJL03
WA-17364,461718,2000-07-12,NA,Bureau of Reclamation,"Oxygen, dissolved",Dissolved oxygen (DO),211,211.,mg/l,1,211,USEPA,360.1,https://www.nemi.gov/methods/method_summary/5252/,NA,MOSES  AT OUTLET
FL-3540773,190852,2000-08-15,21FLLCPC,Lake County Water Resource Management,"Oxygen, dissolved",Dissolved oxygen (DO),248,248,mg/l,1,248,21FLLCPC_WQX,LCQSM,NA,NA,JOHNS LAKE WEST CENTER
UT-448,455356,2000-08-21,NA,Utah Department Of Environmental Quality,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Inorganic nitrogen (nitrate and nitrite),530000,530.,mg/l,1000,530000,USEPA,353.2,https://www.nemi.gov/methods/method_summary/4702/,NA,GSL SOUTH ARM FB LINE (UGS) #2
AZ-316147,454779,2000-08-22,NA,Arizona Department of Environmental Quality,Chlorophyll a,Chlorophyll a,202000,202,mg/l,1000,202000,APHA,10200-H,NA,NA,SRROO-B
SD-176868,347732,2000-08-22,U.S. Geological Survey-Water Resources Discipline,USGS South Dakota Water Science Center,"Calcium, dissolved",Calcium,1160,1160,mg/l,1,1160,USGS,PLA11,"USGS OF 93-125, p 101",NA,"OWENS BAY NEAR RAVINIA, SD"
UT-1121,455356,2000-08-22,NA,Utah Department Of Environmental Quality,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Inorganic nitrogen (nitrate and nitrite),554000,554.,mg/l,1000,554000,USEPA,353.2,https://www.nemi.gov/methods/method_summary/4702/,NA,GSL SOUTH ARM RESEARCH TOWER #4 S MID LUCIN CAUSEWAY
SC-300772,166788,2000-09-06,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),30.2,30.2,mg/l,1,30.2,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,TUGALOO LAKE; FOREBAY EQUIDISTANT FROM SPILLWAY AND SHORELINES
UT-1143645,455356,2000-09-29,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,607,607.,mg/l,1,607,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM N OF LUCIN CAUSWAY W BREACH
AZ-333047,454185,2000-10-16,NA,Arizona Department of Environmental Quality,"Phosphorus, total",Phosphorus,352000,352,mg/l,1000,352000,USEPA,365.2,NA,NA,BWALA-B
AZ-128493,454185,2000-10-16,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Phosphorus, total",Phosphorus,352000,352,mg/l,1000,352000,AZDEQ_SW,EPA 365.2,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101351
FL-3435077,206345,2000-10-16,NA,City of Lakeland (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),134,134,mg/l,1,134,LAKELAND,OXYGEN,NA,NA,Lake Hollingsworth station 11
SC-364321,162290,2000-11-02,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),781,781,mg/l,1,781,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LK MURRAY AT MARKER 166
UT-452015,455356,2000-12-05,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,414,414.,mg/l,1,414,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM LVG LINE (UGS) #4 (RT#3)
UT-331479,455356,2000-12-05,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,402,402.,mg/l,1,402,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM RD LINE (UGS) #2
UT-454369,456008,2001-01-11,NA,Utah Department Of Environmental Quality,"Aluminum, dissolved",Aluminum,5800000,5800000,ug/l,1,5800000,USEPA,6010A,NA,NA,KENNECOTT SMALL RES SRP 850
UT-420705,456008,2001-01-11,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,525,525,mg/l,1,525,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
FL-2633092,206345,2001-02-14,NA,City of Lakeland (Florida),"pH, field or lab",pH,22.74,22.74,None,1,22.74,APHA,4500-H,NA,NA,Lake Hollingsworth station 11
SD-573688,351206,2001-06-05,NA,DENR,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,468000,468,mg/l,1000,468000,USEPA,365.2,https://www.nemi.gov/methods/method_summary/5254/,NA,CRESLOYCL01
SD-241084,351206,2001-06-05,NA,SD Dept of Environmental & Natural Resources,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus as P,468000,468,mg/l,1000,468000,USEPA,365.2,NA,NA,NA
UT-386746,455356,2001-07-31,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,458,458.,mg/l,1,458,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL EAST BAY STEEL TOWER SALINITY SITE
UT-490784,455786,2001-11-05,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,408,408,mg/l,1,408,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL FARMINGTON BAY AT ANTELOPE ISLAND CAUSEWAY CULVERT EAST
UT-499148,455786,2001-11-06,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,408,408,mg/l,1,408,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL FARMINGTON BAY AT ANTELOPE ISLAND CAUSEWAY CULVERT EAST
CA-229991,476148,2002-03-15,NA,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California","Oxygen, dissolved",Dissolved oxygen (DO),90.53,90.53,mg/l,1,90.53,NA,NA,NA,NA,Mouth of Land's End Slough
UT-955167,456008,2002-04-04,NA,Utah Department Of Environmental Quality,"Aluminum, dissolved",Aluminum,2090000,2090000,ug/l,1,2090000,USEPA,6010A,NA,NA,KENNECOTT SMALL RES SRP 850
FL-2403728,190012,2002-05-20,21FLLCPC,Lake County Water Resource Management,"Oxygen, dissolved",Dissolved oxygen (DO),142,142,mg/l,1,142,21FLLCPC_WQX,LCQSM,NA,NA,"SILVER LAKE, LEESBURG @ DOCK ON SILVER LAKE RD"
AZ-331175,454185,2002-06-17,NA,Arizona Department of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,382000,382,mg/l,1000,382000,USEPA,351.1,NA,NA,BWALA-B
AZ-331179,454185,2002-06-17,NA,Arizona Department of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,389000,389,mg/l,1000,389000,USEPA,351.1,NA,NA,BWALA-B
AZ-333303,454185,2002-06-17,NA,Arizona Department of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,389000,389,mg/l,1000,389000,USEPA,351.1,NA,NA,BWALA-B
AZ-329301,454185,2002-06-17,NA,Arizona Department of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,392000,392,mg/l,1000,392000,USEPA,351.1,NA,NA,BWALA-B
AZ-305528,454185,2002-06-17,NA,Arizona Department of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,420000,420,mg/l,1000,420000,USEPA,351.1,NA,NA,BWALA-C
AZ-163663,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,420000,420,mg/l,1000,420000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,102514
AZ-136503,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,391000,391,mg/l,1000,391000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
AZ-192039,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,377000,377,mg/l,1000,377000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
AZ-70041,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,376000,376,mg/l,1000,376000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
AZ-138836,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,368000,368,mg/l,1000,368000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
AZ-81963,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,363000,363,mg/l,1000,363000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
AZ-245669,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,404000,404,mg/l,1000,404000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
AZ-20799,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,382000,382,mg/l,1000,382000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101351
AZ-222288,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,389000,389,mg/l,1000,389000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101351
AZ-191771,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,389000,389,mg/l,1000,389000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101351
AZ-85648,454185,2002-06-17,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,392000,392,mg/l,1000,392000,AZDEQ_SW,EPA 351.1,NA,Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101351
CO-857936,359516,2002-06-27,NA,Metro Waste Water Reclamation District (Colorado),"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,225000,225,mg/l,1000,225000,USEPA,351.1,NA,NA,Barr Inlet
CO-820101,359516,2002-06-27,NA,Metro Waste Water Reclamation District (Colorado),"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,243000,243,mg/l,1000,243000,USEPA,351.1,NA,NA,Barr Center
OR-1805931,467967,2002-07-18,U.S. Geological Survey-Water Resources Discipline,USGS Oregon Water Science Center,"Oxygen, dissolved",Oxygen,103,103,mg/l,1,103,USGS,LUMIN,ASTM,NA,DETROIT LAKE BELOW KINNEY CREEK
SD-72809,352433,2002-08-27,NA,SD Dept of Environmental & Natural Resources,"Oxygen, dissolved",Dissolved oxygen (DO),57.7,57.7,mg/l,1,57.7,SDWRAP,WRAPFLD,NA,NA,NA
IA-339448,4985,2002-10-01,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,E. coli,Escherichia coli,350000,350000,#/100ml,1,350000,21IOWA_WQX,APHA 9222 G,NA,NA,Union Grove Beach (Union Grove State Park)
UT-309504,455356,2002-11-15,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,427,427,mg/l,1,427,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM LVG LINE (UGS) #4 (RT#3)
AZ-407927,454779,2003-01-09,NA,Arizona Department of Environmental Quality,Chlorophyll a,Chlorophyll a,1248000,1248,mg/l,1000,1248000,APHA,10200-H,NA,NA,SRROO-E
AZ-266682,454779,2003-01-09,ARIZONA GAME AND FISH,AZDEQ_SW,Chlorophyll a,Chlorophyll a,1248000,1248,mg/l,1000,1248000,AZDEQ_SW,SM 10200 H,NA,Approved status: DIANNA MARSH 12-APR-06 12:00:00--- SAMPLE TAKEN: Migrated,100079
GA-705006,172588,2003-01-23,U.S. Geological Survey-Water Resources Discipline,USGS Georgia Water Science Center,"Oxygen, dissolved",Oxygen,28.2,28.2,mg/l,1,28.2,NA,NA,NA,NA,"RANDY POYNTER LAKE AT SPILLWAY, NEAR MILSTEAD, GA"
CA-257041,476150,2003-01-29,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Oxygen, dissolved",Oxygen,75.5,75.5,mg/l,1,75.5,NA,NA,NA,NA,CAMP FAR WEST RES BEAR R ARM NR WHEATLAND CA
UT-269226,455356,2003-02-04,NA,Utah Department Of Environmental Quality,Salinity,Salinity,99999,99999,ppth,1,99999,UTAHDWQ_WQX,FIELD MEASURES,NA,NA,FARMINGTON BAY AT ANTELOPE IS-SYRACUSE CAUSEWAY BRIDGE
UT-220677,456008,2003-04-02,NA,Utah Department Of Environmental Quality,"Aluminum, dissolved",Aluminum,3150000,3150000,ug/l,1,3150000,USEPA,6010A,NA,NA,KENNECOTT SMALL RES SRP 850
UT-483881,456008,2003-04-02,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,487,487,mg/l,1,487,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
FL-817103,233079,2003-04-18,NA,Choctawhatchee Basin Alliance (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),60.5,60.5,mg/l,1,60.5,NA,NA,NA,NA,Eastern North Forest
UT-905750,455356,2003-06-27,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,449,449,mg/l,1,449,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM N OF LUCIN CAUSWAY E CULVERT
UT-780019,455356,2003-06-27,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,431,431,mg/l,1,431,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM LVG LINE (UGS) #4 (RT#3)
UT-709671,455356,2003-06-27,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,476,476,mg/l,1,476,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM 100 M NORTH OF CUB ISLAND
SC-333352,162290,2003-08-04,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),58.2,58.2,mg/l,1,58.2,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE MURRAY; LITTLE SALUDA ARM AT SC 391
AZ-299413,453711,2003-08-14,NA,Arizona Department of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,342000,342,mg/l,1000,342000,21ARIZ,EPA 351.3,NA,NA,CGCAT-A
AZ-38904,453711,2003-08-14,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,342000,342,mg/l,1000,342000,AZDEQ_SW,EPA 351.3,NA,Approved status: DANESE CAMERON 23-SEP-04 12:00:00--- SAMPLE TAKEN: Migrated,100015
SC-385593,160915,2003-08-28,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),8397,8397,mg/l,1,8397,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE WYLIE AT DAM; UNDER POWERLINES
UT-417349,455356,2003-09-04,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,462,462,mg/l,1,462,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM LVG LINE (UGS) #4 (RT#3)
FL-1439589,203294,2003-09-17,21FLTPA,"FL Dept. Environmental Protection, Southwest District","Oxygen, dissolved",Dissolved oxygen (DO),104,104,mg/l,1,104,21FLTPA_WQX,FT1500,NA,NA,L81-Lake LeClare
FL-2866137,203364,2003-09-17,21FLTPA,"FL Dept. Environmental Protection, Southwest District","Oxygen, dissolved",Dissolved oxygen (DO),44.4,44.4,mg/l,1,44.4,21FLTPA_WQX,FT1500,NA,NA,L80-Lake Norbert
FL-1153316,192220,2003-09-18,21FLLCPC,Lake County Water Resource Management,"Oxygen, dissolved",Dissolved oxygen (DO),62,62,mg/l,1,62,21FLLCPC_WQX,DEP-SOP-001/01,NA,WITHIN 15 MINUTES OF COLLECTION,IDAMERE LAKE @ BOAT RAMP DOCK NE SIDE OF LAKE
UT-425676,455356,2003-09-30,NA,Utah Department Of Environmental Quality,"Magnesium, dissolved",Magnesium,32000,32000,mg/l,1,32000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL BEAR RIVER BAY OUTLET TO GSL
UT-1010933,455356,2003-09-30,NA,Utah Department Of Environmental Quality,Potassium,Potassium,17100,17100,mg/l,1,17100,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL BEAR RIVER BAY OUTLET TO GSL
FL-4574377,199369,2003-11-03,NA,Florida Fish and Wildlife Conservation Commission,"Oxygen, dissolved",Dissolved oxygen (DO),89.5,89.5,mg/l,1,89.5,APHA,4500-O-G,NA,NA,Lake Cypress Station 20
FL-3805133,196852,2003-11-03,NA,Florida Fish and Wildlife Conservation Commission,"Oxygen, dissolved",Dissolved oxygen (DO),96.4,96.4,mg/l,1,96.4,APHA,4500-O-G,NA,NA,Lake Hatchineha Station 21
FL-1632330,192220,2003-11-20,21FLLCPC,Lake County Water Resource Management,"Oxygen, dissolved",Dissolved oxygen (DO),74,74,mg/l,1,74,21FLLCPC_WQX,DEP-SOP-001/01,NA,NA,IDAMERE LAKE @ BOAT RAMP DOCK NE SIDE OF LAKE
FL-1806785,192220,2003-12-08,21FLLCPC,Lake County Water Resource Management,"Oxygen, dissolved",Dissolved oxygen (DO),84,84,mg/l,1,84,21FLLCPC_WQX,DEP-SOP-001/01,NA,NA,IDAMERE LAKE @ BOAT RAMP DOCK NE SIDE OF LAKE
LA-266134,310158,2004-02-03,NA,LDEQ/Watershed Planning Division,"Oxygen, dissolved",Dissolved oxygen (DO),27.28,27.28,mg/l,1,27.28,LADEQWPD,LDEQ-FMO,NA,NA,Little Lake
AZ-235522,454185,2004-02-18,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,189000,189,mg/l,1000,189000,AZDEQ_SW,EPA 351.3,NA,Approved status: SUSAN FITCH 09-FEB-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
CA-236375,482418,2004-02-18,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Oxygen, dissolved",Oxygen,1090,1090,mg/l,1,1090,NA,NA,NA,NA,LOVELAND RES NR DAM SITE 1 UPPER
UT-354085,456008,2004-04-12,NA,Utah Department Of Environmental Quality,"Aluminum, dissolved",Aluminum,4100000,4100000,ug/l,1,4100000,USEPA,6010A,NA,NA,KENNECOTT SMALL RES SRP 850
UT-446550,456008,2004-04-12,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,550,550,mg/l,1,550,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
ND-415536,333972,2004-04-28,U.S. Geological Survey-Water Resources Discipline,USGS North Dakota Water Science Center,"Calcium, dissolved",Calcium,420,420,mg/l,1,420,NA,NA,NA,NA,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM1CNC03)
SD-750814,334680,2004-06-17,NA,DENR,Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9904B
SD-801415,334680,2004-06-17,NA,DENR,Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9904C
SD-813882,336586,2004-06-17,NA,DENR,Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9908C
SD-286890,349623,2004-06-28,NA,DENR,Turbidity,Turbidity,-10,-10,NTU,1,-10,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ5103A
SD-720115,335729,2004-06-29,NA,DENR,"Calcium, dissolved",Calcium,402,402,mg/l,1,402,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR1
SD-673044,335729,2004-06-29,NA,DENR,"Calcium, dissolved",Calcium,411,411,mg/l,1,411,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR2
SD-702426,335729,2004-06-29,NA,DENR,"Calcium, dissolved",Calcium,412,412,mg/l,1,412,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR2
SD-716212,335729,2004-06-29,NA,DENR,"Calcium, dissolved",Calcium,404,404,mg/l,1,404,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR5
SD-666598,335729,2004-06-29,NA,DENR,"Calcium, dissolved",Calcium,402,402,mg/l,1,402,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR5
UT-710831,455786,2004-07-07,NA,Utah Department Of Environmental Quality,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,119000,119,mg/l,1000,119000,USEPA,351.4,https://www.nemi.gov/methods/method_summary/4874/,NA,FARMINGTON BAY 1 MILE SOUTH OF CAUSEWAY BRIDGE 01
AZ-412138,453893,2004-07-13,NA,Arizona Department of Environmental Quality,"Carbon, total organic",Organic carbon,661,661,mg/l,1,661,USEPA,415.1,NA,NA,LCLLL-A
SD-691884,335729,2004-07-16,NA,DENR,"Calcium, dissolved",Calcium,405,405,mg/l,1,405,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR3
SD-732827,335729,2004-07-16,NA,DENR,"Calcium, dissolved",Calcium,407,407,mg/l,1,407,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR4
SD-744300,335729,2004-07-16,NA,DENR,"Calcium, dissolved",Calcium,412,412,mg/l,1,412,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR5
UT-569209,455356,2004-07-16,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,419,419,mg/l,1,419,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM WCN OLD WEST CULVERT WEST CAUSWAY NORTH
UT-1049558,455356,2004-07-16,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,417,417,mg/l,1,417,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL NORTH ARM RD LINE (UGS) #2
SD-848443,334680,2004-07-21,NA,DENR,Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9904B
SD-771032,334680,2004-07-21,NA,DENR,Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9904C
SD-835002,336586,2004-07-21,NA,DENR,Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9908B
