lagoslakeid,sample_date,sample_id,parameter_id,parameter_name,parameter_value,parameter_detectionlimit_value,censorcode,sample_depth_m,cluster_id,cluster_lat_dd,cluster_lon_dd,source_id,source_sample_type,source_sample_siteid,source_name,source_activityorg_name,source_activityid,source_comments,source_parameter_name,source_parameter_value,source_parameter_unit,source_value_qualifiercode,parameter_conversionfactor,source_detectionlimit_value,source_detectionlimit_unit,parameter_detectionlimit_conversionfactor,source_detectionlimit_condition,source_detectionlimit_type,source_labmethod_usgspcode,source_labmethod_description,source_labmethod_id,source_labmethod_name,source_labmethod_qualifier,source_samplesite_lat_dd,source_samplesite_lon_dd,lagos_epi_assignment
299391,2016-01-12,LA-130340,39,"Atrazine, dissolved",0.06,0.05,NC2,0,299391-BI,30.151111,-90.131111,USGS-LA,INFERRED,USGS-300904090075200,USGS Louisiana Water Science Center,NA,nwisla.01.01600146,A-0140024 250mL filtered for chlorophyll  SAMPLES ON DRY ICE,Atrazine,0.06,ug/l,NA,1,0.05,ug/l,1,NA,Estimated Detection Level,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.1511111,-90.1311111,1
299391,2016-01-13,LA-123772,39,"Atrazine, dissolved",0.05,0.05,LE2,0,299391-BJ,30.180753,-89.85451,USGS-LA,INFERRED,USGS-301050089511600,USGS Louisiana Water Science Center,NA,nwisla.01.01600147,A-0140008 400mL filtered for chlorophyll  SAMPLES ON DRY ICE,Atrazine,0.05,ug/l,NA,1,0.05,ug/l,1,NA,Estimated Detection Level,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.18075275,-89.8545099,1
362778,2016-05-10,NE-59463,38,"Atrazine, total",4.69,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND1201605101345000.1L,NA,Atrazine,4.69,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,40.62858,-96.79128,1
362855,2016-05-10,NE-52333,38,"Atrazine, total",0.06,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND1201605100905000.1L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,40.97342,-96.85392,1
363219,2016-05-10,NE-74670,38,"Atrazine, total",0.06,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND1201605101140000.1L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,40.82586,-96.94511,1
361755,2016-05-10,NE-41785,38,"Atrazine, total",2.1,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND1201605101025000.1L,NA,Atrazine,2.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83933,-96.86872,1
121221,2016-05-10,NE-169817,38,"Atrazine, total",0.09,NA,NC4,0.1,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEDUP,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEDUP201605101345000.1L,NA,Atrazine,0.09,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,41.22233,-96.1617,1
121221,2016-05-10,NE-77856,38,"Atrazine, total",0.1,NA,NC4,0,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEFBK,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEFBK201605101345000.0L,NA,Atrazine,0.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22233,-96.1617,1
362123,2016-05-10,NE-78910,38,"Atrazine, total",2.99,NA,NC4,0.1,362123-AD,40.72983,-96.78328,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-YANLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-YANLKND1201605101235000.1L,NA,Atrazine,2.99,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,40.72983,-96.78328,1
363003,2016-05-11,NE-179773,38,"Atrazine, total",0.53,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND1201605110900000.1L,NA,Atrazine,0.53,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,40.58467,-96.84658,1
362582,2016-05-11,NE-29500,38,"Atrazine, total",8.6,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND1201605111015000.1L,NA,Atrazine,8.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
363083,2016-05-11,NE-5195,38,"Atrazine, total",4.7,NA,NC4,0.1,363083-AC,40.62144,-96.58303,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKND1201605111130000.1L,NA,Atrazine,4.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62144,-96.58303,1
139439,2016-05-11,NE-65750,38,"Atrazine, total",2.2,NA,NC4,0.1,139439-AA,41.14286,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKND1201605111400000.1L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,41.14286,-96.06803,1
20376,2016-05-11,NE-186308,38,"Atrazine, total",0.06,NA,NC4,0.1,20376-AA,41.1715,-96.15019,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKND1201605111535000.1L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,41.1715,-96.15019,1
121221,2016-05-13,NE-96040,38,"Atrazine, total",1.2,NA,NC4,0.1,121221-AA,41.21886,-96.16155,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKND1201605131035000.1L,NA,Atrazine,1.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.21886,-96.16155,1
121221,2016-05-13,NE-191403,38,"Atrazine, total",0.06,NA,NC4,0.1,121221-AB,41.22131,-96.17809,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKUP1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKUP1201605131005000.1L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,41.22131,-96.17809,1
99482,2016-05-13,NE-159392,38,"Atrazine, total",0.36,NA,NC4,0.1,99482-AB,41.33983,-96.05258,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GCRLKND1201605130820000.1L,NA,Atrazine,0.36,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,41.33983,-96.05258,1
31964,2016-05-13,NE-30060,38,"Atrazine, total",0.06,NA,NC4,0.1,31964-AA,41.3148,-96.1238,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STBLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STBLKND1201605130910000.1L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,NA,41.3148,-96.1238,1
362855,2016-06-13,NE-69625,38,"Atrazine, total",2.4,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND1201606131100000.1L,NA,Atrazine,2.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97342,-96.85392,1
139439,2016-06-13,NE-88872,38,"Atrazine, total",3.1,NA,NC4,0.1,139439-AA,41.14286,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKND1201606131410000.1L,NA,Atrazine,3.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.14286,-96.06803,1
363219,2016-06-14,NE-184031,38,"Atrazine, total",3.8,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND1201606141005000.1L,NA,Atrazine,3.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.82586,-96.94511,1
362584,2016-06-14,NE-15791,38,"Atrazine, total",0.5,NA,NC4,0.1,362584-AC,40.78153,-96.63567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKND1201606141305000.1L,NA,Atrazine,0.5,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.78153,-96.63567,1
361755,2016-06-14,NE-176444,38,"Atrazine, total",2.7,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND1201606140840000.1L,NA,Atrazine,2.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83933,-96.86872,1
362123,2016-06-14,NE-110410,38,"Atrazine, total",3.3,NA,NC4,0.1,362123-AD,40.72983,-96.78328,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-YANLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-YANLKND1201606141130000.1L,NA,Atrazine,3.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.72983,-96.78328,1
362778,2016-06-15,NE-41047,38,"Atrazine, total",0.7,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND1201606150915000.1L,NA,Atrazine,0.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62858,-96.79128,1
363003,2016-06-15,NE-155394,38,"Atrazine, total",6.1,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND1201606151015000.1L,NA,Atrazine,6.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58467,-96.84658,1
362582,2016-06-15,NE-84016,38,"Atrazine, total",0.9,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND1201606151130000.1L,NA,Atrazine,0.9,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
363083,2016-06-15,NE-69688,38,"Atrazine, total",6.4,NA,NC4,0.1,363083-AC,40.62144,-96.58303,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKND1201606151245000.1L,NA,Atrazine,6.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62144,-96.58303,1
20376,2016-06-15,NE-114112,38,"Atrazine, total",1.4,NA,NC4,0.1,20376-AA,41.1715,-96.15019,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKND1201606151515000.1L,NA,Atrazine,1.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.1715,-96.15019,1
121221,2016-06-16,NE-169044,38,"Atrazine, total",2.3,NA,NC4,0.1,121221-AA,41.21886,-96.16155,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKND1201606161155000.1L,NA,Atrazine,2.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.21886,-96.16155,1
121221,2016-06-16,NE-33119,38,"Atrazine, total",2.2,NA,NC4,0.1,121221-AB,41.22131,-96.17809,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKUP1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKUP1201606161125000.1L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22131,-96.17809,1
99482,2016-06-16,NE-187036,38,"Atrazine, total",0.7,NA,NC4,0.1,99482-AB,41.33983,-96.05258,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GCRLKND1201606160805000.1L,NA,Atrazine,0.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.33983,-96.05258,1
121221,2016-06-16,NE-128892,38,"Atrazine, total",0.7,NA,NC4,0.1,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEDUP,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEDUP201606160805000.1L,NA,Atrazine,0.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22233,-96.1617,1
121221,2016-06-16,NE-159066,38,"Atrazine, total",0.1,NA,NC4,0,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEFBK,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEFBK201606160805000.0L,NA,Atrazine,0.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22233,-96.1617,1
31964,2016-06-16,NE-56228,38,"Atrazine, total",0.5,NA,NC4,0.1,31964-AA,41.3148,-96.1238,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STBLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STBLKND1201606161000000.1L,NA,Atrazine,0.5,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.3148,-96.1238,1
355281,2016-06-23,SD-6596,38,"Atrazine, total",0.06,NA,NC4,0.1,355281-AC,42.86069,-97.47892,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-YAKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-YAKLKND1201606230700000.1L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX 507,Neutral Extractable Pesticides,DL,42.86069,-97.47892,1
362855,2016-07-11,NE-205739,38,"Atrazine, total",1.6,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND1201607110930000.1L,NA,Atrazine,1.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97342,-96.85392,1
363219,2016-07-11,NE-191664,38,"Atrazine, total",0.8,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND1201607111205000.1L,NA,Atrazine,0.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.82586,-96.94511,1
361755,2016-07-11,NE-192003,38,"Atrazine, total",2,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND1201607111050000.1L,NA,Atrazine,2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83933,-96.86872,1
121221,2016-07-11,NE-57041,38,"Atrazine, total",3.6,NA,NC4,0.1,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEDUP,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEDUP201607111335000.1L,NA,Atrazine,3.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22233,-96.1617,1
121221,2016-07-11,NE-16831,38,"Atrazine, total",0.1,NA,NC4,0,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEFBK,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEFBK201607111335000.0L,NA,Atrazine,0.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22233,-96.1617,1
362123,2016-07-11,NE-136051,38,"Atrazine, total",3.4,NA,NC4,0.1,362123-AD,40.72983,-96.78328,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-YANLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-YANLKND1201607111335000.1L,NA,Atrazine,3.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.72983,-96.78328,1
99482,2016-07-12,NE-146918,38,"Atrazine, total",0.6,NA,NC4,0.1,99482-AB,41.33983,-96.05258,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GCRLKND1201607120920000.1L,NA,Atrazine,0.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.33983,-96.05258,1
31964,2016-07-12,NE-189962,38,"Atrazine, total",0.4,NA,NC4,0.1,31964-AA,41.3148,-96.1238,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STBLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STBLKND1201607121040000.1L,NA,Atrazine,0.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.3148,-96.1238,1
139439,2016-07-12,NE-49008,38,"Atrazine, total",2.1,NA,NC4,0.1,139439-AA,41.14286,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKND1201607121430000.1L,NA,Atrazine,2.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.14286,-96.06803,1
20376,2016-07-12,NE-17273,38,"Atrazine, total",0.8,NA,NC4,0.1,20376-AA,41.1715,-96.15019,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKND1201607121250000.1L,NA,Atrazine,0.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.1715,-96.15019,1
362778,2016-07-13,NE-170612,38,"Atrazine, total",0.8,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND1201607130900000.1L,NA,Atrazine,0.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62858,-96.79128,1
362584,2016-07-13,NE-135173,38,"Atrazine, total",0.4,NA,NC4,0.1,362584-AC,40.78153,-96.63567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKND1201607131425000.1L,NA,Atrazine,0.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.78153,-96.63567,1
363003,2016-07-13,NE-173625,38,"Atrazine, total",4.9,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND1201607131010000.1L,NA,Atrazine,4.9,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58467,-96.84658,1
362582,2016-07-13,NE-161009,38,"Atrazine, total",0.9,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND1201607131130000.1L,NA,Atrazine,0.9,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
363083,2016-07-13,NE-205088,38,"Atrazine, total",1,NA,NC4,0.1,363083-AC,40.62144,-96.58303,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKND1201607131245000.1L,NA,Atrazine,1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62144,-96.58303,1
121221,2016-07-14,NE-6262,38,"Atrazine, total",0.9,NA,NC4,0.1,121221-AA,41.21886,-96.16155,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKND1201607140830000.1L,NA,Atrazine,0.9,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.21886,-96.16155,1
121221,2016-07-14,NE-95930,38,"Atrazine, total",0.8,NA,NC4,0.1,121221-AB,41.22131,-96.17809,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKUP1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKUP1201607140800000.1L,NA,Atrazine,0.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22131,-96.17809,1
362855,2016-08-08,NE-50439,38,"Atrazine, total",2.1,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND1201608080915000.1L,NA,Atrazine,2.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97342,-96.85392,1
363219,2016-08-08,NE-121141,38,"Atrazine, total",1,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND1201608081145000.1L,NA,Atrazine,1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.82586,-96.94511,1
361755,2016-08-08,NE-136355,38,"Atrazine, total",3.1,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND1201608081035000.1L,NA,Atrazine,3.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83933,-96.86872,1
121221,2016-08-08,NE-45899,38,"Atrazine, total",3.4,NA,NC4,0.1,121221-AF,41.22233,-96.1617,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-QACNELAKEDUP,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-QACNELAKEDUP201608081515000.1L,NA,Atrazine,3.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22233,-96.1617,1
