PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,SAMPLE_TYPE,NOT_COLLECTED,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,E_COLI_PRESENT,E_COLI_RESULT,TOTAL_COLIFORMS_RESULT,LRL,MDL,UNITS,E_COLI_NARS_FLAG,TOTAL_COLIFORMS_NARS_FLAG,E_COLI_IM_COMMENT,TOTAL_COLIFORMS_IM_COMMENT,E_COLI_RPD,TOTAL_COLIFORMS_RPD,LG_WELLS_FLUOR,LG_WELLS_POS,SM_WELLS_FLUOR,SM_WELLS_POS,DATE_RECEIVED,ARRIVAL_TEMP,COND_COMMENT,CONDITION_CODE,INCUBATION_START_DATE,INCUBATION_START_TIME,DATE_ANALYZED,FINAL_TEMP,HOLDING_TIME,ANALYST,INSTRUMENT,METHOD,REAGENT_LOT_NO,REVIEWER,TIME_COUNTED,QC_COMMENT,HQ_NOTES
4/28/2021,2011108,NLA17_OR-10143,7/12/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,ND,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2011109,NLA17_OR-10011,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,853774,A,,410.6,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,23,13-Jul-17,4.5,DATE_RECEIVED not within 2 days,"W, Q",13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2011110,NLA17_AZ-10006,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,846064,A,,,2419.6,1,MPN/100 ml,H;ND,H;ND,,,,,0,0,0,0,15-Jul-17,-1,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,"CONDITION_CODE marked as T, but they are not above 4 degrees C. Condition code changed to OK"
4/28/2021,2011111,NLA17_VT-10001,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,854254,P,3.1,1732.9,2419.6,1,MPN/100 ml,H,H,,,200.00%,0.00%,3,49,0,45,15-Jul-17,5.2,,W,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011112,NLA17_WI-10012,7/13/2017,1,BACT,,WSLOH,WATER,REGULAR,E_COLI,15-Jul-17,859204,,4.1,,2419.6,1,MPN/100 ml,H,,,,,,4,,0,,14-Jul-17,6,,OK,14-Jul-17,11:32:26,15-Jul-17,6,25.68,ALM,Model 2X Sealer,SM9223BMPN,MM324,NAG,12:47:58,Analyzed past the 8 hours holding time: Method SM9223BMPN analyzed on 07/14/17 1132,
4/28/2021,2011113,NLA17_IN-10072,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0035,857734,A,,866.4,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,36,14-Jul-17,3.7,,OK,14-Jul-17,12:42,15-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:20,,
4/28/2021,2011114,NLA17_NM-10049,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,843004,P,1,93.4,2419.6,1,MPN/100 ml,H,H,,,,,1,39,0,10,15-Jul-17,-0.5,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,"CONDITION_CODE marked as T, but they are not above 4 degrees C. Condition code changed to OK"
4/28/2021,2011115,NLA17_MT-10036,7/13/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,861394,P,1,2419.6,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,47,15-Jul-17,2,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011116,NLA17_UT-10009,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,852724,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H;Q,,,,,0,49,0,48,15-Jul-17,-1.8,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,"CONDITION_CODE marked as T, but they are not above 4 degrees C. Condition code changed to OK"
4/28/2021,2011117,NLA17_ID-10001,7/13/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,855844,A,,579.4,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,29,15-Jul-17,3.5,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011118,NLA17_VT-10004,7/14/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,845164,P,1,191.8,2419.6,1,MPN/100 ml,,,,,,,1,47,0,15,15-Jul-17,3.2,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011119,NLA17_WA-10052,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,860284,P,1,1203.3,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,41,15-Jul-17,0.8,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011120,NLA17_IN-10051,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,857764,P,20.6,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,13,49,5,48,15-Jul-17,4,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011121,NLA17_IN-10099,7/14/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,858844,P,18.5,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,14,49,2,48,15-Jul-17,2.2,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011122,NLA17_MN-HP004,7/13/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0036,860644,P,5.2,613.1,2419.6,1,MPN/100 ml,H,H,,,,,5,49,0,30,15-Jul-17,3.1,,OK,15-Jul-17,15:10,16-Jul-17,35.5,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:15,,
4/28/2021,2011123,NLA17_MT-10018,7/16/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0037,862534,P,1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,1,49,0,48,18-Jul-17,1,,OK,18-Jul-17,11:17,19-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,11:28,,
4/28/2021,2011124,NLA17_ID-10075,7/17/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0037,868624,A,,33.6,2419.6,1,MPN/100 ml,ND,,,,,,0,25,0,0,18-Jul-17,-0.1,,OK,18-Jul-17,11:17,19-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,11:28,,"CONDITION_CODE marked as T, but they are not above 4 degrees C. Condition code changed to OK"
4/28/2021,2011125,NLA17_SD-10008,7/17/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0037,853444,P,5.2,2419.6,2419.6,1,MPN/100 ml,,Q,,,23.66%,0.00%,4,49,1,48,18-Jul-17,0.6,,OK,18-Jul-17,11:17,19-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,11:28,,
4/28/2021,2011126,NLA17_WA-10003,7/17/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0038,860194,P,46.4,1119.9,2419.6,1,MPN/100 ml,H,H,,,,,29,49,3,40,19-Jul-17,3.2,,OK,19-Jul-17,12:15,20-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,12:56,,
4/28/2021,2011127,NLA17_WI-10022,7/17/2017,1,BACT,,WSLOH,WATER,REGULAR,E_COLI,19-Jul-17,864694,,1,,2419.6,1,MPN/100 ml,H,,,,,,1,,0,,18-Jul-17,1,,OK,18-Jul-17,10:49:39,19-Jul-17,1,20.88,ALM,Model 2X Sealer,SM9223BMPN,MM324,MJC,13:05:00,Analyzed past the 8 hours holding time: Method SM9223BMPN analyzed on 07/18/17 1049; SOFT WATER LAKE,
4/28/2021,2011128,NLA17_VT-10019,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0038,854104,P,2,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,2,49,0,48,19-Jul-17,4.8,bottle cracked & leaking but enough left for processing,"W, C, L",19-Jul-17,12:15,20-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,12:56,bottle cracked and leaking but enough left for processing,"Above 4 degrees, but marked as OK. Corrected flag to W."
4/28/2021,2011129,NLA17_ID-10005,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0038,868954,A,,387.3,2419.6,1,MPN/100 ml,ND,,,,0.00%,200.00%,0,49,0,22,19-Jul-17,3.6,,OK,19-Jul-17,12:15,20-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,12:56,,
4/28/2021,2011130,NLA17_VA-10005,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0038,859984,A,,275.5,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,16,19-Jul-17,3.4,,OK,19-Jul-17,12:15,20-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,12:56,,
4/28/2021,2011134,NLA17_WA-10050,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,860164,A,,143.9,2419.6,1,MPN/100 ml,H;ND,H,Lab recorded qualifier: ND,E coli result less than than MDL; IM changed to blank.,,,0,45,0,12,20-Jul-17,2.5,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011136,NLA17_ME-10007,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,856444,P,21.6,240,2419.6,1,MPN/100 ml,H,H,,,,,17,47,1,21,20-Jul-17,1.1,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011137,NLA17_NH-10052,7/19/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,858574,P,,416,2419.6,1,MPN/100 ml,ND,,Lab flagged result as U - Analyte not detected at a concentration >MDL; IM deleted result of 1.0,,0.00%,75.52%,1,48,0,29,20-Jul-17,1.4,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011138,NLA17_TN-10003,7/19/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,870964,P,7.4,648.8,2419.6,1,MPN/100 ml,,,,,,,6,49,1,31,20-Jul-17,4.4,,W,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011139,NLA17_ID-10011,7/19/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,855934,P,3.1,275.5,2419.6,1,MPN/100 ml,,,,,,,3,49,0,16,20-Jul-17,2.6,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011140,NLA17_VT-10002,7/19/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,854134,A,,65.7,2419.6,1,MPN/100 ml,ND,,,,,,0,33,0,8,20-Jul-17,4.1,,W,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011141,NLA17_VA-10001,7/19/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,859954,P,2,1299.7,2419.6,1,MPN/100 ml,,,,,,,2,49,0,42,20-Jul-17,3.6,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011142,NLA17_VA-10006,7/19/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,862504,P,16.9,648.8,2419.6,1,MPN/100 ml,,,,,,,12,49,3,31,20-Jul-17,2.5,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011143,NLA17_MI-10117,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,862714,P,1,325.5,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,19,20-Jul-17,1.4,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011144,NLA17_MI-10121,7/19/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,843424,A,,410.6,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,23,20-Jul-17,1.1,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011149,NLA17_MT-10013,7/19/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0041,868054,A,,648.8,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,31,22-Jul-17,4.6,DATE_RECEIVED not within 2 days,"W, Q",22-Jul-17,12:22,23-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:43,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2011150,NLA17_DE-10002,7/18/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,837064,P,13.2,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,2.25%,0.00%,10,49,2,48,20-Jul-17,1.7,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011151,NLA17_VA-10039,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0040,862474,P,248.1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,49,49,14,48,21-Jul-17,3.3,,OK,21-Jul-17,13:03,22-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2011152,NLA17_TN-10001,7/20/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0041,836764,P,,165,2419.6,1,MPN/100 ml,H;ND,H,Lab flagged result as U - Analyte not detected at a concentration >MDL; IM deleted result of 3.0,,0.00%,8.01%,2,49,1,5,22-Jul-17,2.2,,OK,22-Jul-17,12:22,23-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:43,,
4/28/2021,2011154,NLA17_IN-10109,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0040,865954,P,1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,1,49,0,48,21-Jul-17,3.1,,OK,21-Jul-17,13:03,22-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2011155,NLA17_ID-10002,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0040,845104,P,1,201.4,2419.6,1,MPN/100 ml,,,,,,,1,48,0,13,21-Jul-17,0.4,,OK,21-Jul-17,13:03,22-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2011156,NLA17_ME-10010,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0040,866794,P,1,201.4,2419.6,1,MPN/100 ml,,,,,,,0,48,1,13,21-Jul-17,3.4,,OK,21-Jul-17,13:03,22-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2011157,NLA17_WA-10012,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0041,860224,A,,119.8,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,45,0,6,22-Jul-17,2.7,,OK,22-Jul-17,12:22,23-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:43,,
4/28/2021,2011158,NLA17_IN-10133,7/19/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0039,865894,A,,461.1,2419.6,1,MPN/100 ml,ND,,,,0.00%,73.12%,0,49,0,25,20-Jul-17,0.8,,OK,20-Jul-17,15:11,21-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,15:12,,
4/28/2021,2011159,NLA17_IN-10028,7/20/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0040,865864,A,,980.4,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,38,21-Jul-17,3.9,,OK,21-Jul-17,13:03,22-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2011162,NLA17_OR-10007,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0041,856894,A,,14.6,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,12,0,1,22-Jul-17,3.3,,OK,22-Jul-17,12:22,23-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:43,,
4/28/2021,2011163,NLA17_OR-10125,7/19/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2011164,NLA17_VT-10018,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0040,854314,A,,62.9,2419.6,1,MPN/100 ml,ND,,,,,,0,37,0,0,21-Jul-17,3.8,,OK,21-Jul-17,13:03,22-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2011165,NLA17_ID-10007,7/20/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0041,868684,P,7.5,980.4,2419.6,1,MPN/100 ml,H,H,,,,,7,49,0,38,22-Jul-17,2.7,,OK,22-Jul-17,12:22,23-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:43,,
4/28/2021,2011166,NLA17_IN-10010,7/21/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0042,865834,A,,686.7,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,32,25-Jul-17,2.2,DATE_RECEIVED not within 2 days,Q,25-Jul-17,12:36,26-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:34,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2011170,NLA17_CO-10006,7/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,861304,A,,2,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,2,0,0,26-Jul-17,3.4,DATE_RECEIVED not within 2 days,Q,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2011174,NLA17_MT-10001,7/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0042,868114,A,,27.5,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,20,0,2,25-Jul-17,2.4,,OK,25-Jul-17,12:36,26-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:34,,
4/28/2021,2011175,NLA17_OR-10111,6/28/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2011176,NLA17_OR-10128,6/27/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,ND,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2011177,NLA17_NJ-10023,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0042,864304,P,1,866.4,2419.6,1,MPN/100 ml,,,,,,,1,49,0,36,25-Jul-17,3.5,,OK,25-Jul-17,12:36,26-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:34,,
4/28/2021,2011179,NLA17_WI-10007,7/23/2017,1,,,,,,,,864784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2021,2011180,NLA17_WI-10025,7/24/2017,1,BACT,,WSLOH,WATER,REGULAR,E_COLI,26-Jul-17,864724,,2,,2419.6,1,MPN/100 ml,H,,,,,,2,,0,,25-Jul-17,2,,OK,25-Jul-17,10:12:00,26-Jul-17,2,25.2,JGS,Model 2X Sealer,SM9223BMPN,MM324,BMF,10:13:31,Analyzed past the 8 hours holding time: Method SM9223BMPN analyzed on 07/25/17 1011,
4/28/2021,2011181,NLA17_OR-10167,7/19/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,ND,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2011182,NLA17_ME-10019,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,866764,P,1,1413.6,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,43,26-Jul-17,2.9,,OK,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,
4/28/2021,2011183,NLA17_SD-10097,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,862804,P,6,1299.7,2419.6,1,MPN/100 ml,H,H,,,,,0,49,6,42,26-Jul-17,4.2,,W,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,
4/28/2021,2011184,NLA17_NE-10002,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,863104,A,,960.6,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,48,0,47,26-Jul-17,3.8,,OK,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,
4/28/2021,2011185,NLA17_WA-10013,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,860134,P,1,517.2,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,27,27-Jul-17,3.4,DATE_RECEIVED not within 2 days,Q,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2011186,NLA17_MT-10007,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,867544,P,13.2,61.3,2419.6,1,MPN/100 ml,H,H,,,56.31%,28.73%,10,34,2,4,27-Jul-17,1.5,DATE_RECEIVED not within 2 days,Q,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2011187,NLA17_MI-10010,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,862624,A,,224.7,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,12,26-Jul-17,3.8,,OK,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,
4/28/2021,2011192,NLA17_ID-10062,7/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,869014,P,1,435.2,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,24,26-Jul-17,3.4,,OK,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,
4/28/2021,2011193,NLA17_WI-10089,7/25/2017,1,BACT,,WSLOH,WATER,REGULAR,E_COLI,27-Jul-17,864904,,,,2419.6,1,MPN/100 ml,H;ND,,,,,,0,,0,,26-Jul-17,15,,OK,26-Jul-17,13:01:59,27-Jul-17,15,27.6,JGS,Model 2X Sealer,SM9223BMPN,MM324,SAJ2,13:34:00,Analyzed past the 8 hours holding time: Method SM9223BMPN analyzed on 07/26/17 1301,
4/28/2021,2011194,NLA17_TX-10014,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0043,856684,A,,2419.6,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,47,26-Jul-17,2.9,,OK,26-Jul-17,1:05,27-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,1:54,,
4/28/2021,2011195,NLA17_SD-10104,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,866854,P,4,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,1,49,3,48,27-Jul-17,6.4,,W,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,
4/28/2021,2011197,NLA17_WA-10014,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,854824,P,1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,1,49,0,48,27-Jul-17,2.5,,OK,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,
4/28/2021,2011198,NLA17_VT-10005,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,868264,P,1,547.5,2419.6,1,MPN/100 ml,H,H,,,,,0,49,1,28,27-Jul-17,9.6,,W,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,
4/28/2021,2011199,NLA17_MT-10006,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,867574,P,1,24.6,2419.6,1,MPN/100 ml,H,H,,,,,1,19,0,1,27-Jul-17,3.8,,OK,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,
4/28/2021,2011200,NLA17_MS-10006,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0044,841534,P,90.8,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,40,49,7,48,27-Jul-17,0.6,,OK,27-Jul-17,12:43,28-Jul-17,35.5,,ES,Model 2X Sealer,IDEXX,LM206C,ES,1:45,,
4/28/2021,2011201,NLA17_ID-10084,7/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0046,868744,P,2,49.5,2419.6,1,MPN/100 ml,H,H,,,,,2,31,0,2,29-Jul-17,3.7,DATE_RECEIVED not within 2 days,Q,29-Jul-17,13:35,30-Jul-17,35.5,,DS,Model 2X Sealer,IDEXX,LM206C,ES,13:50,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
